Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Day,Month,Year,Arrival_Time_hr,Arrival_Time_min,Dep_Time_hr,Dep_Time_min,Duration_hr,Duration_min,Total_Duration
Jet Airways,2019-03-04,Delhi,Cochin,DEL → BOM → COK,14:00,12:35,22h 35m,1,1,5177.0,4,3,2019,12,35,14,0,22,35,1355.0
Air India,2019-04-18,Delhi,Cochin,DEL → COK,18:05,21:10,3h 5m,0,0,8246.0,18,4,2019,21,10,18,5,3,5,185.0
Jet Airways,2019-09-06,Kolkata,Banglore,CCU → DEL → BLR,09:35,21:05,11h 30m,1,0,14676.0,6,9,2019,21,5,9,35,11,30,690.0
Multiple carriers,2019-06-27,Delhi,Cochin,DEL → BOM → COK,11:30,21:00,9h 30m,1,0,13587.0,27,6,2019,21,0,11,30,9,30,570.0
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,21:10,09:20,12h 10m,1,1,9663.0,5,6,2019,9,20,21,10,12,10,730.0
Jet Airways,2019-12-06,Kolkata,Banglore,CCU → BOM → BLR,16:30,10:05,17h 35m,1,0,13044.0,6,12,2019,10,5,16,30,17,35,1055.0
IndiGo,2019-03-04,Delhi,Cochin,DEL → BOM → COK,20:25,01:30,5h 5m,1,0,5073.0,4,3,2019,1,30,20,25,5,5,305.0
Vistara,2019-05-21,Kolkata,Banglore,CCU → DEL → BLR,17:00,18:50,25h 50m,1,0,9345.0,21,5,2019,18,50,17,0,25,50,1550.0
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,14:05,10:05,20h,1,1,9663.0,5,6,2019,10,5,14,5,20,0,1200.0
Multiple carriers,2019-05-21,Delhi,Cochin,DEL → BOM → COK,08:00,21:00,13h,1,0,14277.0,21,5,2019,21,0,8,0,13,0,780.0
Jet Airways,2019-01-06,Delhi,Cochin,DEL → BOM → COK,10:00,04:25,18h 25m,1,1,10262.0,6,1,2019,4,25,10,0,18,25,1105.0
Jet Airways,2019-03-27,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1h 30m,0,0,5678.0,27,3,2019,21,5,19,35,1,30,90.0
Multiple carriers,2019-05-15,Delhi,Cochin,DEL → BOM → COK,16:00,01:30,9h 30m,1,0,13727.0,15,5,2019,1,30,16,0,9,30,570.0
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,20:00,12:00,16h,1,1,9663.0,5,6,2019,12,0,20,0,16,0,960.0
IndiGo,2019-12-05,Chennai,Kolkata,MAA → CCU,14:45,17:05,2h 20m,0,0,3858.0,5,12,2019,17,5,14,45,2,20,140.0
SpiceJet,2019-06-24,Delhi,Cochin,DEL → PNQ → COK,08:45,13:15,4h 30m,1,0,4812.0,24,6,2019,13,15,8,45,4,30,270.0
IndiGo,2019-06-27,Delhi,Cochin,DEL → LKO → COK,21:50,03:35,5h 45m,1,0,5775.0,27,6,2019,3,35,21,50,5,45,345.0
Jet Airways,2019-06-06,Kolkata,Banglore,CCU → DEL → BLR,09:35,09:45,24h 10m,1,1,10539.0,6,6,2019,9,45,9,35,24,10,1450.0
IndiGo,2019-03-06,Kolkata,Banglore,CCU → BLR,15:30,18:05,2h 35m,0,0,4804.0,6,3,2019,18,5,15,30,2,35,155.0
Air Asia,2019-12-06,Banglore,Delhi,BLR → DEL,11:10,13:55,2h 45m,0,0,3383.0,6,12,2019,13,55,11,10,2,45,165.0
IndiGo,2019-03-03,Banglore,New Delhi,BLR → HYD → DEL,12:10,17:05,4h 55m,1,0,8738.0,3,3,2019,17,5,12,10,4,55,295.0
Air India,2019-03-27,Delhi,Cochin,DEL → TRV → COK,05:15,06:50,25h 35m,1,0,7165.0,27,3,2019,6,50,5,15,25,35,1535.0
IndiGo,2019-06-24,Delhi,Cochin,DEL → HYD → COK,16:10,22:30,6h 20m,1,0,6412.0,24,6,2019,22,30,16,10,6,20,380.0
Jet Airways,2019-06-27,Banglore,Delhi,BLR → DEL,18:55,22:00,3h 5m,0,0,8016.0,27,6,2019,22,0,18,55,3,5,185.0
Jet Airways,2019-12-03,Banglore,New Delhi,BLR → BOM → DEL,20:35,15:15,18h 40m,1,1,11087.0,3,12,2019,15,15,20,35,18,40,1120.0
SpiceJet,2019-06-27,Chennai,Kolkata,MAA → CCU,09:45,12:00,2h 15m,0,2,3543.0,27,6,2019,12,0,9,45,2,15,135.0
Jet Airways,2019-12-06,Kolkata,Banglore,CCU → BOM → BLR,16:30,04:40,12h 10m,1,0,12471.0,6,12,2019,4,40,16,30,12,10,730.0
Jet Airways,2019-06-24,Delhi,Cochin,DEL → BOM → COK,09:00,04:25,19h 25m,1,1,10262.0,24,6,2019,4,25,9,0,19,25,1165.0
Air India,2019-03-18,Banglore,New Delhi,BLR → DEL,13:20,16:10,2h 50m,0,0,4441.0,18,3,2019,16,10,13,20,2,50,170.0
Multiple carriers,2019-03-27,Delhi,Cochin,DEL → BOM → COK,07:05,15:30,8h 25m,1,0,12537.0,27,3,2019,15,30,7,5,8,25,505.0
GoAir,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,22:25,07:40,9h 15m,1,0,10091.0,24,3,2019,7,40,22,25,9,15,555.0
Air India,2019-03-06,Banglore,Delhi,BLR → DEL,21:05,23:55,2h 50m,0,0,6961.0,6,3,2019,23,55,21,5,2,50,170.0
IndiGo,2019-04-24,Delhi,Cochin,DEL → COK,05:35,08:50,3h 15m,0,0,5013.0,24,4,2019,8,50,5,35,3,15,195.0
Air India,2019-05-18,Delhi,Cochin,DEL → COK,05:10,08:00,2h 50m,0,0,6934.0,18,5,2019,8,0,5,10,2,50,170.0
Multiple carriers,2019-03-06,Delhi,Cochin,DEL → BOM → COK,06:40,19:00,12h 20m,1,0,10877.0,6,3,2019,19,0,6,40,12,20,740.0
Jet Airways,2019-04-18,Banglore,Delhi,BLR → DEL,15:15,18:10,2h 55m,0,0,7229.0,18,4,2019,18,10,15,15,2,55,175.0
IndiGo,2019-03-27,Delhi,Cochin,DEL → BOM → COK,16:00,01:35,9h 35m,1,0,7048.0,27,3,2019,1,35,16,0,9,35,575.0
Vistara,2019-06-27,Banglore,Delhi,BLR → DEL,17:00,19:35,2h 35m,0,0,4878.0,27,6,2019,19,35,17,0,2,35,155.0
Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,14:05,23:35,9h 30m,1,1,10844.0,21,5,2019,23,35,14,5,9,30,570.0
Jet Airways,2019-05-18,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,04:25,29h 20m,2,0,15129.0,18,5,2019,4,25,23,5,29,20,1760.0
IndiGo,2019-12-05,Banglore,Delhi,BLR → DEL,00:30,03:25,2h 55m,0,0,3943.0,5,12,2019,3,25,0,30,2,55,175.0
SpiceJet,2019-06-06,Delhi,Cochin,DEL → MAA → COK,06:05,11:20,5h 15m,1,0,5583.0,6,6,2019,11,20,6,5,5,15,315.0
Multiple carriers,2019-06-06,Delhi,Cochin,DEL → HYD → COK,07:05,16:10,9h 5m,1,0,9646.0,6,6,2019,16,10,7,5,9,5,545.0
Multiple carriers,2019-03-06,Delhi,Cochin,DEL → BOM → COK,08:30,19:15,10h 45m,1,0,7677.0,6,3,2019,19,15,8,30,10,45,645.0
IndiGo,2019-01-06,Delhi,Cochin,DEL → BLR → COK,05:10,10:05,4h 55m,1,0,6842.0,6,1,2019,10,5,5,10,4,55,295.0
Jet Airways,2019-06-24,Mumbai,Hyderabad,BOM → HYD,08:45,10:15,1h 30m,0,1,4995.0,24,6,2019,10,15,8,45,1,30,90.0
Vistara,2019-09-06,Kolkata,Banglore,CCU → DEL → BLR,07:10,18:50,11h 40m,1,0,9555.0,6,9,2019,18,50,7,10,11,40,700.0
IndiGo,2019-01-06,Banglore,Delhi,BLR → DEL,01:30,04:15,2h 45m,0,0,4077.0,6,1,2019,4,15,1,30,2,45,165.0
Jet Airways,2019-12-05,Banglore,Delhi,BLR → DEL,15:15,18:10,2h 55m,0,0,7229.0,5,12,2019,18,10,15,15,2,55,175.0
Multiple carriers,2019-09-06,Delhi,Cochin,DEL → BOM → COK,09:00,19:00,10h,1,0,12192.0,6,9,2019,19,0,9,0,10,0,600.0
Air India,2019-12-04,Banglore,Delhi,BLR → DEL,10:00,12:45,2h 45m,0,0,5911.0,4,12,2019,12,45,10,0,2,45,165.0
Air India,2019-12-06,Delhi,Cochin,DEL → BOM → COK,09:00,19:15,10h 15m,1,0,8372.0,6,12,2019,19,15,9,0,10,15,615.0
Jet Airways,2019-03-18,Mumbai,Hyderabad,BOM → HYD,07:10,08:35,1h 25m,0,1,4995.0,18,3,2019,8,35,7,10,1,25,85.0
Multiple carriers,2019-09-05,Delhi,Cochin,DEL → BOM → COK,10:00,19:15,9h 15m,1,0,14323.0,5,9,2019,19,15,10,0,9,15,555.0
Jet Airways,2019-09-06,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,04:25,22h 55m,2,0,13014.0,6,9,2019,4,25,5,30,22,55,1375.0
Air India,2019-06-06,Delhi,Cochin,DEL → CCU → BOM → COK,14:25,19:15,28h 50m,2,0,13591.0,6,6,2019,19,15,14,25,28,50,1730.0
Jet Airways,2019-03-03,Delhi,Cochin,DEL → IDR → BOM → COK,05:25,18:50,37h 25m,2,0,18799.0,3,3,2019,18,50,5,25,37,25,2070.0
IndiGo,2019-04-27,Banglore,Delhi,BLR → DEL,23:30,02:20,2h 50m,0,0,3943.0,27,4,2019,2,20,23,30,2,50,170.0
SpiceJet,2019-05-21,Mumbai,Hyderabad,BOM → HYD,05:45,07:15,1h 30m,0,2,1965.0,21,5,2019,7,15,5,45,1,30,90.0
Jet Airways,2019-05-27,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1h 30m,0,1,4995.0,27,5,2019,11,50,10,20,1,30,90.0
Air India,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,16:50,18:30,25h 40m,1,0,14641.0,24,3,2019,18,30,16,50,25,40,1540.0
Air India,2019-12-04,Kolkata,Banglore,CCU → BLR,20:45,23:20,2h 35m,0,0,4460.0,4,12,2019,23,20,20,45,2,35,155.0
Air India,2019-05-18,Delhi,Cochin,DEL → BOM → COK,13:00,19:15,6h 15m,1,0,10191.0,18,5,2019,19,15,13,0,6,15,375.0
Jet Airways,2019-09-03,Delhi,Cochin,DEL → BOM → COK,02:15,19:45,17h 30m,1,1,13843.0,3,9,2019,19,45,2,15,17,30,1050.0
IndiGo,2019-01-05,Delhi,Cochin,DEL → LKO → COK,21:50,03:35,5h 45m,1,0,6349.0,5,1,2019,3,35,21,50,5,45,345.0
Air Asia,2019-01-05,Kolkata,Banglore,CCU → BLR,10:20,12:55,2h 35m,0,0,4409.0,5,1,2019,12,55,10,20,2,35,155.0
Jet Airways,2019-06-03,Delhi,Cochin,DEL → BOM → COK,18:15,19:45,25h 30m,1,0,17024.0,3,6,2019,19,45,18,15,25,30,1530.0
Multiple carriers,2019-05-18,Delhi,Cochin,DEL → BOM → COK,07:05,21:00,13h 55m,1,0,13727.0,18,5,2019,21,0,7,5,13,55,835.0
IndiGo,2019-03-15,Banglore,New Delhi,BLR → DEL,18:25,21:20,2h 55m,0,0,8855.0,15,3,2019,21,20,18,25,2,55,175.0
Multiple carriers,2019-06-24,Delhi,Cochin,DEL → BOM → COK,08:45,19:00,10h 15m,1,0,12524.0,24,6,2019,19,0,8,45,10,15,615.0
Jet Airways,2019-03-18,Banglore,New Delhi,BLR → BOM → DEL,11:40,20:20,8h 40m,1,0,13555.0,18,3,2019,20,20,11,40,8,40,520.0
Jet Airways,2019-06-06,Kolkata,Banglore,CCU → BOM → BLR,06:30,12:00,5h 30m,1,1,10844.0,6,6,2019,12,0,6,30,5,30,330.0
Multiple carriers,2019-09-06,Delhi,Cochin,DEL → BOM → COK,09:00,21:00,12h,1,0,13587.0,6,9,2019,21,0,9,0,12,0,720.0
SpiceJet,2019-12-06,Chennai,Kolkata,MAA → CCU,09:45,12:00,2h 15m,0,2,3543.0,6,12,2019,12,0,9,45,2,15,135.0
Vistara,2019-03-18,Chennai,Kolkata,MAA → CCU,07:05,09:20,2h 15m,0,0,4842.0,18,3,2019,9,20,7,5,2,15,135.0
IndiGo,2019-04-24,Banglore,Delhi,BLR → DEL,23:30,02:20,2h 50m,0,0,3943.0,24,4,2019,2,20,23,30,2,50,170.0
Jet Airways,2019-09-06,Delhi,Cochin,DEL → BOM → COK,19:15,04:25,9h 10m,1,1,10577.0,6,9,2019,4,25,19,15,9,10,550.0
IndiGo,2019-05-15,Delhi,Cochin,DEL → BOM → COK,10:35,21:00,10h 25m,1,0,6979.0,15,5,2019,21,0,10,35,10,25,625.0
Vistara,2019-06-27,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,0,0,11982.0,27,6,2019,20,5,17,45,2,20,140.0
SpiceJet,2019-06-06,Delhi,Cochin,DEL → PNQ → COK,08:45,13:15,4h 30m,1,0,5264.0,6,6,2019,13,15,8,45,4,30,270.0
Vistara,2019-03-03,Delhi,Cochin,DEL → COK,06:00,09:10,3h 10m,0,0,8001.0,3,3,2019,9,10,6,0,3,10,190.0
Air India,2019-01-06,Delhi,Cochin,DEL → AMD → BOM → COK,19:45,19:15,23h 30m,2,0,10651.0,6,1,2019,19,15,19,45,23,30,1410.0
Jet Airways,2019-05-24,Kolkata,Banglore,CCU → BOM → BLR,16:30,19:50,27h 20m,1,1,10844.0,24,5,2019,19,50,16,30,27,20,1640.0
Multiple carriers,2019-03-27,Delhi,Cochin,DEL → HYD → COK,09:45,22:20,12h 35m,1,0,6601.0,27,3,2019,22,20,9,45,12,35,755.0
Air India,2019-03-21,Delhi,Cochin,DEL → BOM → COK,19:00,19:15,24h 15m,1,0,6587.0,21,3,2019,19,15,19,0,24,15,1455.0
SpiceJet,2019-03-21,Mumbai,Hyderabad,BOM → HYD,13:10,14:30,1h 20m,0,0,3173.0,21,3,2019,14,30,13,10,1,20,80.0
Air India,2019-09-05,Banglore,Delhi,BLR → DEL,10:00,12:45,2h 45m,0,0,5228.0,5,9,2019,12,45,10,0,2,45,165.0
Jet Airways,2019-06-21,Banglore,Delhi,BLR → DEL,07:10,10:10,3h,0,1,5769.0,21,6,2019,10,10,7,10,3,0,180.0
Jet Airways,2019-06-06,Delhi,Cochin,DEL → BOM → COK,08:00,19:00,11h,1,0,14714.0,6,6,2019,19,0,8,0,11,0,660.0
Jet Airways,2019-03-06,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,19:00,13h 30m,2,0,13014.0,6,3,2019,19,0,5,30,13,30,810.0
IndiGo,2019-03-06,Banglore,Delhi,BLR → DEL,22:10,01:00,2h 50m,0,0,3359.0,6,3,2019,1,0,22,10,2,50,170.0
GoAir,2019-03-03,Banglore,New Delhi,BLR → DEL,20:55,23:50,2h 55m,0,0,6722.0,3,3,2019,23,50,20,55,2,55,175.0
IndiGo,2019-03-18,Kolkata,Banglore,CCU → BLR,09:35,12:20,2h 45m,0,0,4462.0,18,3,2019,12,20,9,35,2,45,165.0
IndiGo,2019-09-03,Delhi,Cochin,DEL → HYD → COK,04:55,16:10,11h 15m,1,0,6171.0,3,9,2019,16,10,4,55,11,15,675.0
Air India,2019-05-21,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,20:25,14h 35m,2,0,12303.0,21,5,2019,20,25,5,50,14,35,875.0
Multiple carriers,2019-03-21,Delhi,Cochin,DEL → BOM → COK,11:40,01:35,13h 55m,1,0,7695.0,21,3,2019,1,35,11,40,13,55,835.0
IndiGo,2019-06-24,Delhi,Cochin,DEL → BOM → COK,11:25,01:30,14h 5m,1,0,5684.0,24,6,2019,1,30,11,25,14,5,845.0
Air India,2019-12-06,Kolkata,Banglore,CCU → BOM → BLR,16:50,07:55,15h 5m,1,0,8366.0,6,12,2019,7,55,16,50,15,5,905.0
Air India,2019-01-03,Chennai,Kolkata,MAA → CCU,11:40,13:55,2h 15m,0,0,19630.0,3,1,2019,13,55,11,40,2,15,135.0
Jet Airways,2019-06-03,Banglore,New Delhi,BLR → BOM → DEL,14:05,05:05,15h,1,1,13502.0,3,6,2019,5,5,14,5,15,0,900.0
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,21:10,10:05,12h 55m,1,0,14781.0,5,1,2019,10,5,21,10,12,55,775.0
Multiple carriers,2019-12-06,Delhi,Cochin,DEL → HYD → COK,07:10,16:10,9h,1,0,6513.0,6,12,2019,16,10,7,10,9,0,540.0
Air India,2019-01-06,Delhi,Cochin,DEL → BOM → COK,07:00,19:15,12h 15m,1,0,9929.0,6,1,2019,19,15,7,0,12,15,735.0
Multiple carriers,2019-06-06,Delhi,Cochin,DEL → IXU → BOM → COK,17:50,01:30,7h 40m,2,0,18275.0,6,6,2019,1,30,17,50,7,40,460.0
Air India,2019-09-04,Delhi,Cochin,DEL → MAA → COK,06:05,09:25,27h 20m,1,0,4487.0,4,9,2019,9,25,6,5,27,20,1640.0
IndiGo,2019-03-15,Mumbai,Hyderabad,BOM → HYD,21:20,22:45,1h 25m,0,0,2754.0,15,3,2019,22,45,21,20,1,25,85.0
Air India,2019-03-27,Mumbai,Hyderabad,BOM → HYD,06:20,07:40,1h 20m,0,0,2575.0,27,3,2019,7,40,6,20,1,20,80.0
SpiceJet,2019-12-06,Kolkata,Banglore,CCU → IXB → BLR,15:55,21:25,5h 30m,1,0,8224.0,6,12,2019,21,25,15,55,5,30,330.0
Air India,2019-09-03,Delhi,Cochin,DEL → BLR → COK,20:30,08:15,11h 45m,1,0,8991.0,3,9,2019,8,15,20,30,11,45,705.0
IndiGo,2019-06-24,Delhi,Cochin,DEL → COK,05:35,08:50,3h 15m,0,0,5000.0,24,6,2019,8,50,5,35,3,15,195.0
Jet Airways,2019-12-06,Kolkata,Banglore,CCU → BOM → BLR,18:55,19:50,24h 55m,1,1,8529.0,6,12,2019,19,50,18,55,24,55,1495.0
Air India,2019-03-03,Delhi,Cochin,DEL → MAA → COK,06:05,09:25,27h 20m,1,0,14042.0,3,3,2019,9,25,6,5,27,20,1640.0
Jet Airways,2019-05-24,Banglore,Delhi,BLR → DEL,11:10,14:05,2h 55m,0,1,4030.0,24,5,2019,14,5,11,10,2,55,175.0
Jet Airways,2019-06-06,Kolkata,Banglore,CCU → BOM → BLR,18:55,12:00,17h 5m,1,1,10844.0,6,6,2019,12,0,18,55,17,5,1025.0
IndiGo,2019-06-05,Kolkata,Banglore,CCU → BLR,21:25,00:05,2h 40m,0,0,4804.0,5,6,2019,0,5,21,25,2,40,160.0
Multiple carriers,2019-05-27,Delhi,Cochin,DEL → BOM → COK,17:30,01:30,8h,1,1,7308.0,27,5,2019,1,30,17,30,8,0,480.0
IndiGo,2019-12-05,Banglore,Delhi,BLR → DEL,16:55,19:55,3h,0,0,4823.0,5,12,2019,19,55,16,55,3,0,180.0
Jet Airways,2019-06-24,Delhi,Cochin,DEL → BOM → COK,09:00,12:35,27h 35m,1,1,10262.0,24,6,2019,12,35,9,0,27,35,1655.0
Jet Airways,2019-05-27,Delhi,Cochin,DEL → BOM → COK,20:55,04:25,7h 30m,1,1,12898.0,27,5,2019,4,25,20,55,7,30,450.0
Air India,2019-12-03,Banglore,New Delhi,BLR → BOM → JDH → DEL,17:25,16:20,22h 55m,2,0,12778.0,3,12,2019,16,20,17,25,22,55,1375.0
IndiGo,2019-03-03,Delhi,Cochin,DEL → BOM → COK,04:45,13:20,8h 35m,1,0,14871.0,3,3,2019,13,20,4,45,8,35,515.0
Air India,2019-03-21,Delhi,Cochin,DEL → UDR → BOM → COK,13:20,19:15,29h 55m,2,0,8708.0,21,3,2019,19,15,13,20,29,55,1795.0
Jet Airways,2019-06-06,Kolkata,Banglore,CCU → BOM → BLR,20:00,18:15,22h 15m,1,1,10844.0,6,6,2019,18,15,20,0,22,15,1335.0
SpiceJet,2019-06-03,Mumbai,Hyderabad,BOM → HYD,05:45,07:05,1h 20m,0,0,4129.0,3,6,2019,7,5,5,45,1,20,80.0
IndiGo,2019-05-18,Kolkata,Banglore,CCU → BLR,21:25,00:05,2h 40m,0,0,4804.0,18,5,2019,0,5,21,25,2,40,160.0
Jet Airways,2019-06-05,Banglore,Delhi,BLR → DEL,08:20,11:20,3h,0,0,7229.0,5,6,2019,11,20,8,20,3,0,180.0
Jet Airways,2019-03-21,Banglore,New Delhi,BLR → BOM → DEL,07:00,19:10,12h 10m,1,1,7832.0,21,3,2019,19,10,7,0,12,10,730.0
SpiceJet,2019-03-18,Chennai,Kolkata,MAA → CCU,09:30,12:05,2h 35m,0,0,3859.0,18,3,2019,12,5,9,30,2,35,155.0
Multiple carriers,2019-06-06,Delhi,Cochin,DEL → BOM → COK,07:30,19:15,11h 45m,1,0,9001.0,6,6,2019,19,15,7,30,11,45,705.0
Vistara,2019-09-05,Banglore,Delhi,BLR → DEL,17:00,19:35,2h 35m,0,0,4878.0,5,9,2019,19,35,17,0,2,35,155.0
IndiGo,2019-03-05,Mumbai,Hyderabad,BOM → HYD,02:35,04:05,1h 30m,0,0,2754.0,5,3,2019,4,5,2,35,1,30,90.0
Vistara,2019-06-27,Banglore,Delhi,BLR → DEL,07:00,09:40,2h 40m,0,0,4668.0,27,6,2019,9,40,7,0,2,40,160.0
Air Asia,2019-12-05,Kolkata,Banglore,CCU → BLR,10:20,12:55,2h 35m,0,0,5216.0,5,12,2019,12,55,10,20,2,35,155.0
Jet Airways,2019-06-06,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,04:25,22h 55m,2,1,10368.0,6,6,2019,4,25,5,30,22,55,1375.0
IndiGo,2019-09-03,Delhi,Cochin,DEL → HYD → MAA → COK,06:40,21:20,14h 40m,2,0,8146.0,3,9,2019,21,20,6,40,14,40,880.0
Jet Airways,2019-03-27,Delhi,Cochin,DEL → BOM → COK,13:00,04:25,15h 25m,1,0,12242.0,27,3,2019,4,25,13,0,15,25,925.0
Jet Airways,2019-03-15,Banglore,New Delhi,BLR → BOM → DEL,08:00,15:15,7h 15m,1,1,9134.0,15,3,2019,15,15,8,0,7,15,435.0
Air India,2019-06-06,Delhi,Cochin,DEL → HYD → MAA → COK,13:15,09:25,20h 10m,2,0,10939.0,6,6,2019,9,25,13,15,20,10,1210.0
Air India,2019-06-06,Delhi,Cochin,DEL → GOI → BOM → COK,10:55,07:40,20h 45m,2,0,11753.0,6,6,2019,7,40,10,55,20,45,1245.0
SpiceJet,2019-04-24,Kolkata,Banglore,CCU → BLR,17:10,19:40,2h 30m,0,0,4174.0,24,4,2019,19,40,17,10,2,30,150.0
Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,20:00,19:50,23h 50m,1,1,10844.0,21,5,2019,19,50,20,0,23,50,1430.0
Jet Airways,2019-03-06,Delhi,Cochin,DEL → BOM → COK,16:00,19:00,27h,1,0,14714.0,6,3,2019,19,0,16,0,27,0,1620.0
Jet Airways,2019-12-06,Kolkata,Banglore,CCU → BOM → BLR,06:30,12:00,5h 30m,1,1,9899.0,6,12,2019,12,0,6,30,5,30,330.0
IndiGo,2019-03-03,Delhi,Cochin,DEL → BOM → COK,09:10,21:00,11h 50m,1,0,14871.0,3,3,2019,21,0,9,10,11,50,710.0
IndiGo,2019-06-03,Chennai,Kolkata,MAA → CCU,13:20,15:35,2h 15m,0,0,7295.0,3,6,2019,15,35,13,20,2,15,135.0
Air India,2019-06-06,Delhi,Cochin,DEL → JAI → BOM → COK,18:45,19:15,24h 30m,2,0,13465.0,6,6,2019,19,15,18,45,24,30,1470.0
SpiceJet,2019-05-21,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,0,2,3543.0,21,5,2019,20,5,17,45,2,20,140.0
Multiple carriers,2019-06-27,Delhi,Cochin,DEL → BOM → COK,19:00,01:30,6h 30m,1,0,7198.0,27,6,2019,1,30,19,0,6,30,390.0
Jet Airways,2019-01-06,Delhi,Cochin,DEL → BOM → COK,08:00,04:25,20h 25m,1,1,10262.0,6,1,2019,4,25,8,0,20,25,1225.0
IndiGo,2019-03-15,Kolkata,Banglore,CCU → BLR,15:20,17:55,2h 35m,0,0,4148.0,15,3,2019,17,55,15,20,2,35,155.0
Jet Airways,2019-06-27,Banglore,Delhi,BLR → DEL,15:15,18:10,2h 55m,0,0,8016.0,27,6,2019,18,10,15,15,2,55,175.0
Jet Airways,2019-09-06,Delhi,Cochin,DEL → BOM → COK,22:50,04:25,5h 35m,1,1,10262.0,6,9,2019,4,25,22,50,5,35,335.0
SpiceJet,2019-06-15,Kolkata,Banglore,CCU → BLR,14:55,17:25,2h 30m,0,2,3841.0,15,6,2019,17,25,14,55,2,30,150.0
Jet Airways,2019-12-03,Banglore,New Delhi,BLR → MAA → DEL,09:45,00:30,14h 45m,1,0,11507.0,3,12,2019,0,30,9,45,14,45,885.0
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,08:25,20:45,12h 20m,1,0,14781.0,5,1,2019,20,45,8,25,12,20,740.0
Jet Airways,2019-05-27,Delhi,Cochin,DEL → BOM → COK,17:30,19:00,25h 30m,1,0,16079.0,27,5,2019,19,0,17,30,25,30,1530.0
Jet Airways,2019-05-27,Delhi,Cochin,DEL → BOM → COK,22:50,04:25,5h 35m,1,1,12898.0,27,5,2019,4,25,22,50,5,35,335.0
Multiple carriers,2019-06-03,Delhi,Cochin,DEL → BOM → COK,07:30,19:15,11h 45m,1,0,15353.0,3,6,2019,19,15,7,30,11,45,705.0
IndiGo,2019-03-24,Banglore,New Delhi,BLR → DEL,18:25,21:20,2h 55m,0,0,7303.0,24,3,2019,21,20,18,25,2,55,175.0
SpiceJet,2019-03-24,Kolkata,Banglore,CCU → MAA → BLR,15:05,20:45,5h 40m,1,0,6197.0,24,3,2019,20,45,15,5,5,40,340.0
Air India,2019-09-06,Kolkata,Banglore,CCU → BBI → BLR,09:10,13:15,4h 5m,1,0,8996.0,6,9,2019,13,15,9,10,4,5,245.0
IndiGo,2019-03-21,Delhi,Cochin,DEL → HYD → COK,14:20,22:20,8h,1,0,6528.0,21,3,2019,22,20,14,20,8,0,480.0
GoAir,2019-09-04,Banglore,Delhi,BLR → DEL,20:55,23:40,2h 45m,0,0,4239.0,4,9,2019,23,40,20,55,2,45,165.0
IndiGo,2019-12-03,Kolkata,Banglore,CCU → BLR,20:25,23:05,2h 40m,0,0,4148.0,3,12,2019,23,5,20,25,2,40,160.0
SpiceJet,2019-05-24,Banglore,Delhi,BLR → DEL,21:10,00:05,2h 55m,0,0,3971.0,24,5,2019,0,5,21,10,2,55,175.0
Air Asia,2019-06-05,Kolkata,Banglore,CCU → DEL → BLR,07:35,23:30,15h 55m,1,0,5192.0,5,6,2019,23,30,7,35,15,55,955.0
Jet Airways,2019-09-04,Delhi,Cochin,DEL → AMD → BOM → COK,13:25,12:35,23h 10m,2,0,9483.0,4,9,2019,12,35,13,25,23,10,1390.0
Jet Airways,2019-03-06,Delhi,Cochin,DEL → JDH → BOM → COK,11:40,19:00,7h 20m,2,0,18804.0,6,3,2019,19,0,11,40,7,20,440.0
Air India,2019-06-18,Delhi,Cochin,DEL → COK,05:10,08:00,2h 50m,0,0,5201.0,18,6,2019,8,0,5,10,2,50,170.0
Jet Airways,2019-05-27,Delhi,Cochin,DEL → BOM → COK,11:30,19:00,7h 30m,1,0,16079.0,27,5,2019,19,0,11,30,7,30,450.0
Jet Airways,2019-06-15,Banglore,Delhi,BLR → DEL,19:50,22:50,3h,0,1,7229.0,15,6,2019,22,50,19,50,3,0,180.0
Multiple carriers,2019-05-27,Delhi,Cochin,DEL → BOM → COK,17:45,01:30,7h 45m,1,0,6795.0,27,5,2019,1,30,17,45,7,45,465.0
